Altium Designer Pick and Place Locations
D:\Users\Secondary\Documents\Projects\Archimajor\ProjectOutputs\Assembly\Archimajor_1.0a_PickPlace.csv

========================================================================================================================
File Design Information:

Date:       26/10/23
Time:       22:08
Revision:   17e1f21658f3bc5a184119147e84e01daad41587
Variant:    No variations
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description","Ref-X(mil)","Ref-Y(mil)"
"C122E","100nF","TopLayer","C0603","-2069.516","1097.671","180","CAP CER 0603 100nF 50V 10% X7R","-2069.516","1097.671"
"C122D","100nF","TopLayer","C0603","-2884.787","1100.648","180","CAP CER 0603 100nF 50V 10% X7R","-2884.787","1100.648"
"C122C","100nF","TopLayer","C0603","-3705.342","1101.607","180","CAP CER 0603 100nF 50V 10% X7R","-3705.342","1101.607"
"C122B","100nF","TopLayer","C0603","-4520.614","1100.648","180","CAP CER 0603 100nF 50V 10% X7R","-4520.614","1100.648"
"C121H","100nF","TopLayer","C0603","-175.125","1115.412","360","CAP CER 0603 100nF 50V 10% X7R","-175.125","1115.412"
"C121G","100nF","TopLayer","C0603","-988.125","1115.412","360","CAP CER 0603 100nF 50V 10% X7R","-988.125","1115.412"
"C121F","100nF","TopLayer","C0603","-1801.125","1115.412","360","CAP CER 0603 100nF 50V 10% X7R","-1801.125","1115.412"
"C121E","100nF","TopLayer","C0603","-2621.681","1112.435","360","CAP CER 0603 100nF 50V 10% X7R","-2621.681","1112.435"
"C121D","100nF","TopLayer","C0603","-3436.952","1115.412","360","CAP CER 0603 100nF 50V 10% X7R","-3436.952","1115.412"
"C121C","100nF","TopLayer","C0603","-4257.507","1116.371","360","CAP CER 0603 100nF 50V 10% X7R","-4257.507","1116.371"
"C121B","100nF","TopLayer","C0603","-5072.779","1115.412","360","CAP CER 0603 100nF 50V 10% X7R","-5072.779","1115.412"
"C99H","220nF","TopLayer","C0603","73.891","874.270","270","CAP CER 0.22UF 50V X7R 0603","73.891","874.270"
"C99G","220nF","TopLayer","C0603","-739.109","874.270","270","CAP CER 0.22UF 50V X7R 0603","-739.109","874.270"
"C99F","220nF","TopLayer","C0603","-1552.109","874.270","270","CAP CER 0.22UF 50V X7R 0603","-1552.109","874.270"
"C99E","220nF","TopLayer","C0603","-2372.665","871.293","270","CAP CER 0.22UF 50V X7R 0603","-2372.665","871.293"
"C99D","220nF","TopLayer","C0603","-3187.936","874.270","270","CAP CER 0.22UF 50V X7R 0603","-3187.936","874.270"
"C99C","220nF","TopLayer","C0603","-4008.492","875.229","270","CAP CER 0.22UF 50V X7R 0603","-4008.492","875.229"
"C99B","220nF","TopLayer","C0603","-4823.763","874.270","270","CAP CER 0.22UF 50V X7R 0603","-4823.763","874.270"
"C98H","220nF","TopLayer","C0603","-93.432","958.916","360","CAP CER 0.22UF 50V X7R 0603","-93.432","958.916"
"C98G","220nF","TopLayer","C0603","-906.432","958.916","360","CAP CER 0.22UF 50V X7R 0603","-906.432","958.916"
"C98F","220nF","TopLayer","C0603","-1719.432","958.916","360","CAP CER 0.22UF 50V X7R 0603","-1719.432","958.916"
"C98E","220nF","TopLayer","C0603","-2539.988","955.939","360","CAP CER 0.22UF 50V X7R 0603","-2539.988","955.939"
"C98D","220nF","TopLayer","C0603","-3355.259","958.916","360","CAP CER 0.22UF 50V X7R 0603","-3355.259","958.916"
"C98C","220nF","TopLayer","C0603","-4175.814","959.875","360","CAP CER 0.22UF 50V X7R 0603","-4175.814","959.875"
"C98B","220nF","TopLayer","C0603","-4991.086","958.916","360","CAP CER 0.22UF 50V X7R 0603","-4991.086","958.916"
"C97H","1nF","TopLayer","C0603","-199.732","524.018","270","CAP CER 0603  1nF 50v 10% X7R","-199.732","524.018"
"C97G","1nF","TopLayer","C0603","-1012.731","524.018","270","CAP CER 0603  1nF 50v 10% X7R","-1012.731","524.018"
"C97F","1nF","TopLayer","C0603","-1825.732","524.018","270","CAP CER 0603  1nF 50v 10% X7R","-1825.732","524.018"
"C97E","1nF","TopLayer","C0603","-2646.287","521.041","270","CAP CER 0603  1nF 50v 10% X7R","-2646.287","521.041"
"C97D","1nF","TopLayer","C0603","-3461.558","524.018","270","CAP CER 0603  1nF 50v 10% X7R","-3461.558","524.018"
"C97C","1nF","TopLayer","C0603","-4282.114","524.977","270","CAP CER 0603  1nF 50v 10% X7R","-4282.114","524.977"
"C97B","1nF","TopLayer","C0603","-5097.385","524.018","270","CAP CER 0603  1nF 50v 10% X7R","-5097.385","524.018"
"C96H","1nF","TopLayer","C0603","450.835","580.262","270","CAP CER 0603  1nF 50v 10% X7R","450.835","580.262"
"C96G","1nF","TopLayer","C0603","-362.165","580.262","270","CAP CER 0603  1nF 50v 10% X7R","-362.165","580.262"
"C96F","1nF","TopLayer","C0603","-1175.165","580.262","270","CAP CER 0603  1nF 50v 10% X7R","-1175.165","580.262"
"C96E","1nF","TopLayer","C0603","-1995.720","577.285","270","CAP CER 0603  1nF 50v 10% X7R","-1995.720","577.285"
"C96D","1nF","TopLayer","C0603","-2810.991","580.262","270","CAP CER 0603  1nF 50v 10% X7R","-2810.991","580.262"
"C96C","1nF","TopLayer","C0603","-3631.547","581.221","270","CAP CER 0603  1nF 50v 10% X7R","-3631.547","581.221"
"C96B","1nF","TopLayer","C0603","-4446.818","580.262","270","CAP CER 0603  1nF 50v 10% X7R","-4446.818","580.262"
"C61H","4.7uF","TopLayer","C1206","126.835","396.262","270","CAP CER 1206 4.7uF 50V 10% X5R","126.835","396.262"
"C61G","4.7uF","TopLayer","C1206","-686.165","396.262","270","CAP CER 1206 4.7uF 50V 10% X5R","-686.165","396.262"
"C61F","4.7uF","TopLayer","C1206","-1499.165","396.262","270","CAP CER 1206 4.7uF 50V 10% X5R","-1499.165","396.262"
"C61E","4.7uF","TopLayer","C1206","-2319.720","393.285","270","CAP CER 1206 4.7uF 50V 10% X5R","-2319.720","393.285"
"C61D","4.7uF","TopLayer","C1206","-3134.991","396.262","270","CAP CER 1206 4.7uF 50V 10% X5R","-3134.991","396.262"
"C61C","4.7uF","TopLayer","C1206","-3955.547","397.221","270","CAP CER 1206 4.7uF 50V 10% X5R","-3955.547","397.221"
"C61B","4.7uF","TopLayer","C1206","-4770.818","396.262","270","CAP CER 1206 4.7uF 50V 10% X5R","-4770.818","396.262"
"C59H","220nF","TopLayer","C0603","292.835","958.262","180","CAP CER 0.22UF 50V X7R 0603","292.835","958.262"
"C59G","220nF","TopLayer","C0603","-520.165","958.262","180","CAP CER 0.22UF 50V X7R 0603","-520.165","958.262"
"C59F","220nF","TopLayer","C0603","-1333.165","958.262","180","CAP CER 0.22UF 50V X7R 0603","-1333.165","958.262"
"C59E","220nF","TopLayer","C0603","-2153.720","955.285","180","CAP CER 0.22UF 50V X7R 0603","-2153.720","955.285"
"C59D","220nF","TopLayer","C0603","-2968.991","958.262","180","CAP CER 0.22UF 50V X7R 0603","-2968.991","958.262"
"C59C","220nF","TopLayer","C0603","-3789.547","959.221","180","CAP CER 0.22UF 50V X7R 0603","-3789.547","959.221"
"C59B","220nF","TopLayer","C0603","-4604.818","958.262","180","CAP CER 0.22UF 50V X7R 0603","-4604.818","958.262"
"C58H","1nF","TopLayer","C0603","173.835","575.262","270","CAP CER 0603  1nF 50v 10% X7R","173.835","575.262"
"C58G","1nF","TopLayer","C0603","-639.165","575.262","270","CAP CER 0603  1nF 50v 10% X7R","-639.165","575.262"
"C58F","1nF","TopLayer","C0603","-1452.165","575.262","270","CAP CER 0603  1nF 50v 10% X7R","-1452.165","575.262"
"C58E","1nF","TopLayer","C0603","-2272.720","572.285","270","CAP CER 0603  1nF 50v 10% X7R","-2272.720","572.285"
"C58D","1nF","TopLayer","C0603","-3087.991","575.262","270","CAP CER 0603  1nF 50v 10% X7R","-3087.991","575.262"
"C58C","1nF","TopLayer","C0603","-3908.547","576.221","270","CAP CER 0603  1nF 50v 10% X7R","-3908.547","576.221"
"C58B","1nF","TopLayer","C0603","-4723.818","575.262","270","CAP CER 0603  1nF 50v 10% X7R","-4723.818","575.262"
"C48H","220nF","TopLayer","C0603","129.993","874.270","270","CAP CER 0.22UF 50V X7R 0603","129.993","874.270"
"C48G","220nF","TopLayer","C0603","-683.007","874.270","270","CAP CER 0.22UF 50V X7R 0603","-683.007","874.270"
"C48F","220nF","TopLayer","C0603","-1496.007","874.270","270","CAP CER 0.22UF 50V X7R 0603","-1496.007","874.270"
"C48E","220nF","TopLayer","C0603","-2316.563","871.293","270","CAP CER 0.22UF 50V X7R 0603","-2316.563","871.293"
"C48D","220nF","TopLayer","C0603","-3131.834","874.270","270","CAP CER 0.22UF 50V X7R 0603","-3131.834","874.270"
"C48C","220nF","TopLayer","C0603","-3952.389","875.229","270","CAP CER 0.22UF 50V X7R 0603","-3952.389","875.229"
"C48B","220nF","TopLayer","C0603","-4767.661","874.270","270","CAP CER 0.22UF 50V X7R 0603","-4767.661","874.270"
"C47H","100nF","TopLayer","C0603","-148.550","1037.656","90","CAP CER 0603 100nF 50V 10% X7R","-148.550","1037.656"
"C47G","100nF","TopLayer","C0603","-961.550","1037.656","90","CAP CER 0603 100nF 50V 10% X7R","-961.550","1037.656"
"C47F","100nF","TopLayer","C0603","-1774.550","1037.656","90","CAP CER 0603 100nF 50V 10% X7R","-1774.550","1037.656"
"C47E","100nF","TopLayer","C0603","-2595.106","1034.679","90","CAP CER 0603 100nF 50V 10% X7R","-2595.106","1034.679"
"C47D","100nF","TopLayer","C0603","-3410.377","1037.656","90","CAP CER 0603 100nF 50V 10% X7R","-3410.377","1037.656"
"C47C","100nF","TopLayer","C0603","-4230.932","1038.615","90","CAP CER 0603 100nF 50V 10% X7R","-4230.932","1038.615"
"C47B","100nF","TopLayer","C0603","-5046.204","1037.656","90","CAP CER 0603 100nF 50V 10% X7R","-5046.204","1037.656"
"R12","10K","TopLayer","R0402","-1430.780","2274.230","360","RES SMD 10K OHM 1% 1/16W 0402","-1430.831","2274.230"
"FD3","FIDUCIAL","TopLayer","FIDUCIAL-1X2","1095.588","-772.105","0","","1095.588","-772.105"
"C61A","4.7uF","TopLayer","C1206","-5588.732","396.262","270","CAP CER 1206 4.7uF 50V 10% X5R","-5588.732","396.262"
"R198","1k","TopLayer","R0402","-182.332","1484.510","360","RES 0402 1k 63mW 1%","-182.383","1484.510"
"R197","1k","TopLayer","R0402","-93.838","1484.711","180","RES 0402 1k 63mW 1%","-93.787","1484.711"
"TP82","TP4","BottomLayer","TP-2","-2162.130","2988.262","90","Socket","-2162.130","2988.262"
"TP19","TP4","BottomLayer","TP-2","-2443.346","2621.695","90","Socket","-2443.346","2621.695"
"TP18","TestPoint","BottomLayer","TP1-27","-1985.949","2070.490","180","Test Point","-1985.949","2070.490"
"TP17","TestPoint","BottomLayer","TP1-27","-1535.161","1872.655","180","Test Point","-1535.161","1872.655"
"TP8","TestPoint","BottomLayer","TP1-27","-1871.495","2575.411","90","Test Point","-1871.495","2575.411"
"TP2","TestPoint","BottomLayer","TP1-27","-1749.728","2285.057","180","Test Point","-1749.728","2285.057"
"TP1","TestPoint","BottomLayer","TP1-27","-1417.051","2030.136","180","Test Point","-1417.051","2030.136"
"R193","1k","TopLayer","R0402","-2091.264","2805.777","90","RES 0402 1k 63mW 1%","-2091.264","2805.726"
"R192","100K","TopLayer","R0402","-2047.957","2805.675","270","RES SMD 100K OHM 1% 1/16W 0402","-2047.957","2805.726"
"R191","1k","TopLayer","R0402","-2322.110","2591.022","180","RES 0402 1k 63mW 1%","-2322.059","2591.022"
"R190","100K","TopLayer","R0402","-2232.108","2591.032","360","RES SMD 100K OHM 1% 1/16W 0402","-2232.159","2591.032"
"R189","1K","TopLayer","R0402","-1433.684","1945.490","180","RES SMD 1K OHM 1% 1/16W 0402","-1433.633","1945.490"
"R188","1K","TopLayer","R0402","-1433.590","2118.718","360","RES SMD 1K OHM 1% 1/16W 0402","-1433.641","2118.718"
"R187","1K","TopLayer","R0402","-2115.457","1822.041","90","RES SMD 1K OHM 1% 1/16W 0402","-2115.457","1821.990"
"R186","1K","TopLayer","R0402","-2270.294","1821.947","270","RES SMD 1K OHM 1% 1/16W 0402","-2270.294","1821.998"
"R185","1.8K","TopLayer","R0402","-1433.684","1985.844","180","RES SMD 1.8K OHM 1% 1/16W 0402","-1433.633","1985.844"
"R184","1.8K","TopLayer","R0402","-2065.157","1821.947","270","RES SMD 1.8K OHM 1% 1/16W 0402","-2065.157","1821.998"
"R183","10K","TopLayer","R0402","-2640.326","2548.663","180","RES SMD 10K OHM 1% 1/16W 0402","-2640.275","2548.663"
"R182","10K","TopLayer","R0402","-2455.386","2538.994","360","RES SMD 10K OHM 1% 1/16W 0402","-2455.437","2538.994"
"R181","100R","TopLayer","R0402","-2390.425","1910.868","360","RES SMD 100 OHM 1% 1/16W 0402","-2390.476","1910.868"
"R180","100R","TopLayer","R0402","-2391.410","2010.450","360","RES SMD 100 OHM 1% 1/16W 0402","-2391.461","2010.450"
"R177","1K","TopLayer","R0402","-1544.953","2626.592","360","RES SMD 1K OHM 1% 1/16W 0402","-1545.004","2626.592"
"R176","1K","TopLayer","R0402","-1702.484","2639.336","270","RES SMD 1K OHM 1% 1/16W 0402","-1702.484","2639.387"
"R175","1K","TopLayer","R0402","-2083.390","2256.564","90","RES SMD 1K OHM 1% 1/16W 0402","-2083.390","2256.514"
"R174","1K","TopLayer","R0402","-2187.720","2256.320","270","RES SMD 1K OHM 1% 1/16W 0402","-2187.720","2256.371"
"R173","1.8K","TopLayer","R0402","-1545.055","2668.915","180","RES SMD 1.8K OHM 1% 1/16W 0402","-1545.004","2668.915"
"R172","1.8K","TopLayer","R0402","-2043.035","2256.463","270","RES SMD 1.8K OHM 1% 1/16W 0402","-2043.035","2256.514"
"R171","10K","TopLayer","R0402","-2519.007","2293.864","270","RES SMD 10K OHM 1% 1/16W 0402","-2519.007","2293.915"
"R101","10K","TopLayer","R0402","-2653.982","2383.403","90","RES SMD 10K OHM 1% 1/16W 0402","-2653.982","2383.352"
"R99","100R","TopLayer","R0402","-2390.425","2341.159","0","RES SMD 100 OHM 1% 1/16W 0402","-2390.476","2341.159"
"R98","100R","TopLayer","R0402","-2390.425","2444.506","0","RES SMD 100 OHM 1% 1/16W 0402","-2390.476","2444.506"
"R96","10K","TopLayer","R0402","-1949.480","2636.435","360","RES SMD 10K OHM 1% 1/16W 0402","-1949.531","2636.435"
"Q13","NCV8402AD","TopLayer","NCV8402AD-SOIC8","-2205.775","1985.868","270","","-2206.141","1985.868"
"Q12","NCV8402AD","TopLayer","NCV8402AD-SOIC8","-2203.306","2417.022","270","","-2203.672","2417.022"
"LED4","RED","TopLayer","LED2012120","-1424.272","1766.356","180","LED 0805 Red","-1423.941","1766.356"
"LED3","RED","TopLayer","LED2012120","-2140.145","2124.624","360","LED 0805 Red","-2140.476","2124.624"
"LED2","RED","TopLayer","LED2012120","-1425.993","2226.062","180","LED 0805 Red","-1425.662","2226.062"
"LED1","RED","TopLayer","LED2012120","-2080.487","2567.168","180","LED 0805 Red","-2080.156","2567.168"
"J33","Molex 70543-03","TopLayer","70543-02_PIN-IN-PASTE","-2341.377","2988.262","180","3 Positions Header, Shrouded Connector 0.100" (2.54mm) Through Hole Gold - Pin in Paste","-2341.377","2988.262"
"J32","Molex 70543-03","TopLayer","70543-02_PIN-IN-PASTE","-2341.377","2748.262","360","3 Positions Header, Shrouded Connector 0.100" (2.54mm) Through Hole Gold - Pin in Paste","-2341.377","2748.262"
"J31","Molex 70543-03","TopLayer","70543-02_PIN-IN-PASTE","-1871.495","1970.711","270","3 Positions Header, Shrouded Connector 0.100" (2.54mm) Through Hole Gold - Pin in Paste","-1871.495","1970.711"
"J30","Molex 70543-03","TopLayer","70543-02_PIN-IN-PASTE","-1633.306","1970.711","90","3 Positions Header, Shrouded Connector 0.100" (2.54mm) Through Hole Gold - Pin in Paste","-1633.306","1970.711"
"J29","Molex 70543-03","TopLayer","70543-02_PIN-IN-PASTE","-1871.495","2386.459","270","3 Positions Header, Shrouded Connector 0.100" (2.54mm) Through Hole Gold - Pin in Paste","-1871.495","2386.459"
"J22","Molex 70543-03","TopLayer","70543-02_PIN-IN-PASTE","-1633.306","2385.475","90","3 Positions Header, Shrouded Connector 0.100" (2.54mm) Through Hole Gold - Pin in Paste","-1633.306","2385.475"
"D59","ESD9X3.3ST5G","TopLayer","SOD923-100X40-2N","-2276.102","3147.000","180","TVS DIODE 3.3VWM 10.4VC SOD923","-2276.102","3147.000"
"D58","ESD9X3.3ST5G","TopLayer","SOD923-100X40-2N","-2387.523","2565.568","270","TVS DIODE 3.3VWM 10.4VC SOD923","-2387.523","2565.569"
"D57","BAT54","TopLayer","SOD523_IPC","-1433.783","2075.411","360","DIODE SCHOTTKY 30V 200MA SOD523","-1433.783","2075.411"
"D56","BAT54","TopLayer","SOD523_IPC","-2214.873","1822.458","90","DIODE SCHOTTKY 30V 200MA SOD523","-2214.873","1822.458"
"D55","BAT54","TopLayer","SOD523_IPC","-1433.783","2029.151","360","DIODE SCHOTTKY 30V 200MA SOD523","-1433.783","2029.151"
"D54","BAT54","TopLayer","SOD523_IPC","-2163.588","1822.458","270","DIODE SCHOTTKY 30V 200MA SOD523","-2163.588","1822.458"
"D53","BAT54","TopLayer","SOD523_IPC","-1609.965","2645.293","90","DIODE SCHOTTKY 30V 200MA SOD523","-1609.965","2645.293"
"D52","BAT54","TopLayer","SOD523_IPC","-2232.012","2249.624","270","DIODE SCHOTTKY 30V 200MA SOD523","-2232.012","2249.624"
"D51","BAT54","TopLayer","SOD523_IPC","-1656.224","2645.293","270","DIODE SCHOTTKY 30V 200MA SOD523","-1656.224","2645.293"
"D50","BAT54","TopLayer","SOD523_IPC","-2283.193","2249.624","90","DIODE SCHOTTKY 30V 200MA SOD523","-2283.193","2249.624"
"D49A","SMAJ24A","TopLayer","SMA-SM","-5920.410","-683.950","180","TVS DIODE 24V 38.9V SMA","-5934.552","-655.899"
"D48A","SMAJ24A","TopLayer","SMA-SM","-5920.410","-805.630","180","TVS DIODE 24V 38.9V SMA","-5934.552","-777.579"
"D47A","SMAJ24A","TopLayer","SMA-SM","-5262.293","-773.694","360","TVS DIODE 24V 38.9V SMA","-5248.152","-801.745"
"D46A","SMAJ24A","TopLayer","SMA-SM","-5262.293","-893.034","360","TVS DIODE 24V 38.9V SMA","-5248.152","-921.085"
"C217","100nF","TopLayer","C0201_Large_Pads","-2390.870","3140.372","180","CAP CER 0.1UF 6.3V 10% X5R 0201","-2390.870","3140.372"
"C216","10nF","TopLayer","C0402","-2004.649","2805.726","270","CAP CER 10nF 50V X7R 0402","-2004.649","2805.726"
"C215","100nF","TopLayer","C0201_Large_Pads","-2108.002","2706.612","90","CAP CER 0.1UF 6.3V 10% X5R 0201","-2108.002","2706.612"
"C214","10nF","TopLayer","C0402","-2288.114","2551.789","180","CAP CER 10nF 50V X7R 0402","-2288.114","2551.789"
"C213","100nF","TopLayer","C0402","-1433.783","2160.057","360","CAP CER 0402 100nF 16V 10% X7R","-1433.783","2160.057"
"C212","100nF","TopLayer","C0402","-2314.409","1822.458","90","CAP CER 0402 100nF 16V 10% X7R","-2314.409","1822.458"
"C211","C0603TBD","TopLayer","C0603","-2044.020","2131.514","270","Capacitor Non Polarized","-2044.020","2131.514"
"C209","C0603TBD","TopLayer","C0603","-1428.862","1822.458","360","Capacitor Non Polarized","-1428.862","1822.458"
"C156","100nF","TopLayer","C0402","-1744.807","2639.387","270","CAP CER 0402 100nF 16V 10% X7R","-1744.807","2639.387"
"C155","100nF","TopLayer","C0402","-2143.429","2256.514","270","CAP CER 0402 100nF 16V 10% X7R","-2143.429","2256.514"
"C154","C0603TBD","TopLayer","C0603","-1820.594","2626.592","180","Capacitor Non Polarized","-1820.594","2626.592"
"C153","C0603TBD","TopLayer","C0603","-1443.626","2348.049","270","Capacitor Non Polarized","-1443.626","2348.049"
"C152A","470uF","TopLayer","CAP16x17","-5588.232","-215.234","270","CAP ALUM 470UF 20% 50V SMD","-5588.232","-215.234"
"Q10A","NVMFD5C478NT1G","TopLayer","SO8FL-Dual_(DFN8_5x6,_1.26P_Dual_Flag)","-5776.716","295.923","180","40V 17 MOHM T6 S08FL DUAL","-5776.716","295.923"
"Q9A","NVMFD5C478NT1G","TopLayer","SO8FL-Dual_(DFN8_5x6,_1.26P_Dual_Flag)","-5404.228","575.451","180","40V 17 MOHM T6 S08FL DUAL","-5404.228","575.451"
"Q7A","NVMFD5C478NT1G","TopLayer","SO8FL-Dual_(DFN8_5x6,_1.26P_Dual_Flag)","-5404.228","295.923","180","40V 17 MOHM T6 S08FL DUAL","-5404.228","295.923"
"R170A","47R","TopLayer","R0402","-5921.255","893.955","180","RES 47 OHM 1% 1/16W 0402","-5921.204","893.955"
"R169A","0.05R","TopLayer","R2512","-5821.794","792.577","360","RES 0.05 OHM 1% 2W 2512","-5821.794","792.577"
"R168A","47R","TopLayer","R0402","-5792.019","892.971","360","RES 47 OHM 1% 1/16W 0402","-5792.070","892.971"
"R167A","1K","TopLayer","R0402","-5927.160","690.215","180","RES 0402 1K 63mW 1%","-5927.109","690.215"
"R166A","1K","TopLayer","R0402","-5910.377","631.211","90","RES 0402 1K 63mW 1%","-5910.377","631.160"
"R165A","1K","TopLayer","R0402","-5913.405","405.313","90","RES 0402 1K 63mW 1%","-5913.405","405.262"
"R164A","1K","TopLayer","R0402","-5647.732","441.211","270","RES 0402 1K 63mW 1%","-5647.732","441.262"
"R163A","47R","TopLayer","R0402","-5308.783","893.262","360","RES 47 OHM 1% 1/16W 0402","-5308.834","893.262"
"R162A","0.05R","TopLayer","R2512","-5391.732","792.577","360","RES 0.05 OHM 1% 2W 2512","-5391.732","792.577"
"R116A","47R","TopLayer","R0402","-5438.783","894.262","180","RES 47 OHM 1% 1/16W 0402","-5438.732","894.262"
"R113A","1K","TopLayer","R0402","-5568.732","731.313","90","RES 0402 1K 63mW 1%","-5568.732","731.262"
"R112A","1K","TopLayer","R0402","-5551.681","672.262","360","RES 0402 1K 63mW 1%","-5551.732","672.262"
"R111A","1K","TopLayer","R0402","-5532.732","441.313","90","RES 0402 1K 63mW 1%","-5532.732","441.262"
"R110A","1K","TopLayer","R0402","-5270.732","448.211","270","RES 0402 1K 63mW 1%","-5270.732","448.262"
"C123A","1nF","TopLayer","C0603","-5639.732","583.262","270","CAP CER 0603  1nF 50v 10% X7R","-5639.732","583.262"
"C99A","220nF","TopLayer","C0603","-5641.676","874.270","270","CAP CER 0.22UF 50V X7R 0603","-5641.676","874.270"
"C98A","220nF","TopLayer","C0603","-5808.999","958.916","360","CAP CER 0.22UF 50V X7R 0603","-5808.999","958.916"
"C97A","1nF","TopLayer","C0603","-5915.298","524.018","270","CAP CER 0603  1nF 50v 10% X7R","-5915.298","524.018"
"C96A","1nF","TopLayer","C0603","-5264.732","580.262","270","CAP CER 0603  1nF 50v 10% X7R","-5264.732","580.262"
"C59A","220nF","TopLayer","C0603","-5422.732","958.262","180","CAP CER 0.22UF 50V X7R 0603","-5422.732","958.262"
"C58A","1nF","TopLayer","C0603","-5541.732","575.262","270","CAP CER 0603  1nF 50v 10% X7R","-5541.732","575.262"
"C48A","220nF","TopLayer","C0603","-5585.574","874.270","270","CAP CER 0.22UF 50V X7R 0603","-5585.574","874.270"
"C47A","100nF","TopLayer","C0603","-5864.117","1037.656","90","CAP CER 0603 100nF 50V 10% X7R","-5864.117","1037.656"
"Q3","CSD18503Q5A","TopLayer","SOT669_Universal","-294.619","2616.428","180","MOSFET N-CH 40V 100A 8VSON","-294.619","2588.211"
"Q2","CSD18503Q5A","TopLayer","SOT669_Universal","-734.614","2616.422","180","MOSFET N-CH 40V 100A 8VSON","-734.614","2588.206"
"Q1","CSD18503Q5A","TopLayer","SOT669_Universal","-1158.110","2620.422","180","MOSFET N-CH 40V 100A 8VSON","-1158.110","2592.206"
"TP7","TestPoint","BottomLayer","TP1-27","-891.966","3049.995","90","Test Point","-891.966","3049.995"
"D45","DF2S6.8FS,L3M","TopLayer","SOD923-D","-5597.007","1984.932","360","TVS DIODE 5V 9V SOD923","-5597.007","1984.932"
"D44","ESD9X3.3ST5G","TopLayer","SOD923-D","-5150.102","1933.000","90","TVS DIODE 3.3VWM 10.4VC SOD923","-5150.102","1933.000"
"C210","UWT1V101MCL1GS","TopLayer","CAP-ELEC-063063077","-5.772","2956.042","360","CAP ALUM 100UF 35V 20% SMD","-5.772","2956.042"
"U21","AP331A","TopLayer","SOT23-5","937.764","-278.458","270","IC QUAD DIFF COMPARATOR 14 -SOIC","937.764","-278.458"
"R158","100K","TopLayer","R0402","969.815","-170.458","360","RES SMD 100K OHM 1% 1/16W 0402","969.764","-170.458"
"R157","130k","TopLayer","R0402","969.713","-126.458","180","RES SMD 130K OHM 5% 1/16W 0402","969.764","-126.458"
"R156","1M","TopLayer","R0402","845.764","-275.407","90","RES 0402 1M 100mW 5%","845.764","-275.458"
"R155","10K","TopLayer","R0402","891.713","-169.458","180","RES SMD 10K OHM 1% 1/16W 0402","891.764","-169.458"
"R154","24K","TopLayer","R0402","891.815","-127.458","360","RES SMD 24K OHM 1% 1/16W 0402","891.764","-127.458"
"TP6","TP4","BottomLayer","TP-2","-5782.732","2950.262","180","Socket","-5782.732","2950.262"
"TP5","TP4","BottomLayer","TP-2","-5845.732","2872.743","180","Socket","-5845.732","2872.743"
"J28","HDR10","TopLayer","HDR2X5_IDC","-2886.968","1948.121","360","CONN HEADER VERT 10POS GOLD","-2886.968","1948.121"
"D1","ESD9X3.3ST5G","TopLayer","SOD923-100X40-2N","-3450.944","2477.845","90","TVS DIODE 3.3VWM 10.4VC SOD923","-3450.944","2477.845"
"C203","100nF","TopLayer","C0603","-913.966","2963.034","90","CAP CER 0603 100nF 50V 10% X7R","-913.966","2963.034"
"C202","100nF","TopLayer","C0603","-1026.147","2963.105","90","CAP CER 0603 100nF 50V 10% X7R","-1026.147","2963.105"
"C199","100nF","TopLayer","C0603","-972.147","2963.104","90","CAP CER 0603 100nF 50V 10% X7R","-972.147","2963.104"
"U19","INA381A2IDSGR","TopLayer","WSON8_2X2MM","-844.418","3413.236","270","IC COMPARATOR BIDIR 8WSON","-844.418","3403.000"
"U20","78L05","TopLayer","SOT-89-3","-844.367","2993.892","360","IC REG LINEAR 5V 100MA SOT89-3","-777.438","2993.892"
"R148","0.01R","TopLayer","R0805","-720.102","3403.000","270","RES 0.01 OHM 1% 1/2W 0805","-720.102","3403.000"
"R119","10K","TopLayer","R0402","-927.367","3367.000","360","RES SMD 10K OHM 1% 1/16W 0402","-927.418","3367.000"
"R115","15K","TopLayer","R0402","-927.470","3326.519","180","RES SMD 15K 1% 1/16W 0402","-927.418","3326.519"
"R102","1k","TopLayer","R0402","-927.470","3425.519","180","RES 0402 1k 63mW 1%","-927.418","3425.519"
"C201","100nF","TopLayer","C0402","-800.175","3481.331","180","CAP CER 0402 100nF 16V 10% X7R","-800.025","3481.331"
"C200","100nF","TopLayer","C0402","-914.966","3053.184","90","CAP CER 0402 100nF 16V 10% X7R","-914.966","3053.034"
"C198","C0402TBD","TopLayer","C0402","-777.418","3403.150","90","Capacitor Non Polarized","-777.418","3403.000"
"TP69","TestPoint","BottomLayer","TP1-27","-263.221","3013.520","360","Test Point","-263.221","3013.520"
"TP4","TestPoint","BottomLayer","TP1-27","-2786.968","2080.332","90","Test Point","-2786.968","2080.332"
"LOGO1","OSHW LOGO 8x150","TopLayer","OSHW_8X150_NOTEXT","-7621.732","-1761.179","360","","-844.102","3999.000"
"U1","TPS54531","TopLayer","SOIC127P600X170_HS-9L","-300.521","3241.174","90","IC REG BUCK ADJ 5A 8SOPWRPAD","-300.521","3241.174"
